,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,LABEL
9479,9480,2014,3,30,23,45.0,100.0,7.0,85.0,700.0,9.0,16.6,1006.7,-3.5,0.0,ENE,0.4,Changping,GOOD
9480,9481,2014,3,31,0,33.0,74.0,6.0,45.0,600.0,34.0,15.5,1006.5,-2.5,0.0,WNW,2.3,Changping,GOOD
9481,9482,2014,3,31,1,36.0,79.0,5.0,44.0,500.0,35.0,15.4,1006.3,-2.6,0.0,ENE,1.0,Changping,GOOD
9482,9483,2014,3,31,2,42.0,92.0,7.0,60.0,600.0,23.0,15.8,1006.2,-1.8,0.0,E,1.1,Changping,GOOD
9483,9484,2014,3,31,3,42.0,133.0,9.0,64.0,600.0,18.0,16.0,1006.3,1.3,0.0,ENE,1.4,Changping,GOOD
9484,9485,2014,3,31,4,85.0,226.0,20.0,79.0,1100.0,15.0,16.1,1006.6,2.5,0.0,ESE,1.3,Changping,LIGHTLY_POLLUTED
9485,9486,2014,3,31,5,120.0,209.0,33.0,66.0,1800.0,30.0,14.6,1007.1,0.1,0.0,W,0.6,Changping,LIGHTLY_POLLUTED
9486,9487,2014,3,31,6,110.0,166.0,34.0,74.0,1700.0,22.0,14.5,1007.4,1.4,0.0,SW,0.5,Changping,LIGHTLY_POLLUTED
9487,9488,2014,3,31,7,105.0,160.0,37.0,79.0,1700.0,22.0,15.7,1007.7,2.5,0.0,ESE,1.9,Changping,LIGHTLY_POLLUTED
9488,9489,2014,3,31,8,105.0,175.0,40.0,80.0,1700.0,17.0,16.0,1008.3,4.1,0.0,ESE,0.6,Changping,LIGHTLY_POLLUTED
9489,9490,2014,3,31,9,136.0,262.0,58.0,85.0,2600.0,24.0,16.8,1008.5,3.8,0.0,SW,1.0,Changping,LIGHTLY_POLLUTED
9490,9491,2014,3,31,10,178.0,246.0,72.0,82.0,2900.0,36.0,18.0,1007.6,3.8,0.0,SE,1.8,Changping,LIGHTLY_POLLUTED
9491,9492,2014,3,31,11,168.0,231.0,65.0,90.0,2700.0,32.0,18.4,1006.9,5.9,0.0,ENE,2.1,Changping,LIGHTLY_POLLUTED
9492,9493,2014,3,31,12,171.0,261.0,61.0,79.0,2500.0,53.0,19.1,1006.6,5.9,0.0,SE,1.4,Changping,LIGHTLY_POLLUTED
9493,9494,2014,3,31,13,221.0,296.0,69.0,80.0,3000.0,68.0,20.7,1005.8,5.1,0.0,ESE,0.9,Changping,LIGHTLY_POLLUTED
9494,9495,2014,3,31,14,205.0,237.0,62.0,76.0,2600.0,79.0,20.9,1005.2,3.6,0.0,WNW,4.4,Changping,LIGHTLY_POLLUTED
9495,9496,2014,3,31,15,157.0,113.0,37.0,53.0,1600.0,94.0,20.4,1004.7,3.6,0.0,NW,3.6,Changping,LIGHTLY_POLLUTED
9496,9497,2014,3,31,16,32.0,5.0,10.0,20.0,400.0,101.0,19.6,1004.5,4.1,0.0,WNW,2.9,Changping,EXCELLENT
9497,9498,2014,3,31,17,3.0,18.0,8.0,20.0,400.0,100.0,19.6,1004.5,4.5,0.0,NW,0.9,Changping,EXCELLENT
9498,9499,2014,3,31,18,3.0,31.0,8.0,32.0,500.0,94.0,18.5,1004.2,4.6,0.0,WSW,0.7,Changping,EXCELLENT
9499,9500,2014,3,31,19,30.0,34.0,9.0,32.0,500.0,87.0,17.2,1005.1,4.2,0.0,N,1.8,Changping,EXCELLENT
9500,9501,2014,3,31,20,34.0,44.0,10.0,51.0,700.0,55.0,15.5,1005.9,4.2,0.0,ESE,1.0,Changping,EXCELLENT
9501,9502,2014,3,31,21,32.0,35.0,9.0,41.0,500.0,58.0,15.4,1006.2,7.4,0.0,E,2.5,Changping,EXCELLENT
9502,9503,2014,3,31,22,45.0,98.0,9.0,42.0,700.0,54.0,14.1,1006.6,8.9,0.0,E,2.4,Changping,GOOD
9503,9504,2014,3,31,23,163.0,282.0,8.0,55.0,1500.0,48.0,12.5,1006.6,5.2,0.0,NNW,1.4,Changping,LIGHTLY_POLLUTED
9504,9505,2014,4,1,0,154.0,133.0,9.0,36.0,1300.0,65.0,10.6,1006.4,4.9,0.0,NW,0.9,Changping,LIGHTLY_POLLUTED
9505,9506,2014,4,1,1,99.0,5.0,9.0,30.0,900.0,49.0,10.2,1006.1,5.0,0.0,NNE,0.8,Changping,GOOD
9506,9507,2014,4,1,2,60.0,24.0,7.0,27.0,700.0,42.0,9.6,1005.9,4.4,0.0,NNW,0.7,Changping,GOOD
9507,9508,2014,4,1,3,40.0,50.0,5.0,24.0,800.0,43.0,9.4,1005.5,4.4,0.0,NNW,0.5,Changping,GOOD
9508,9509,2014,4,1,4,50.0,61.0,4.0,22.0,800.0,43.0,8.5,1005.5,4.3,0.0,NW,0.6,Changping,GOOD
9509,9510,2014,4,1,5,60.0,70.0,3.0,21.0,800.0,41.0,7.5,1005.7,3.9,0.0,NW,1.0,Changping,GOOD
9510,9511,2014,4,1,6,60.0,70.0,4.0,21.0,800.0,41.0,8.0,1005.8,4.9,0.0,N,1.3,Changping,GOOD
9511,9512,2014,4,1,7,105.0,112.0,3.0,42.0,1100.0,19.0,12.8,1005.9,7.7,0.0,ESE,1.1,Changping,LIGHTLY_POLLUTED
9512,9513,2014,4,1,8,122.0,150.0,9.0,51.0,1300.0,13.0,14.1,1005.8,8.5,0.0,SW,1.4,Changping,LIGHTLY_POLLUTED
9513,9514,2014,4,1,9,171.0,207.0,21.0,45.0,1400.0,41.0,16.3,1005.4,7.8,0.0,S,1.3,Changping,LIGHTLY_POLLUTED
9514,9515,2014,4,1,10,158.0,187.0,32.0,52.0,1400.0,52.0,18.6,1004.7,7.4,0.0,SE,1.9,Changping,LIGHTLY_POLLUTED
9515,9516,2014,4,1,11,184.0,158.0,34.0,53.0,1400.0,65.0,20.4,1003.5,6.3,0.0,ESE,2.2,Changping,LIGHTLY_POLLUTED
9516,9517,2014,4,1,12,146.0,149.0,33.0,46.0,1200.0,96.0,22.5,1002.2,3.6,0.0,SE,1.9,Changping,LIGHTLY_POLLUTED
9517,9518,2014,4,1,13,143.0,68.0,31.0,36.0,1000.0,117.0,23.5,1001.1,-0.8,0.0,SSE,3.4,Changping,GOOD
9518,9519,2014,4,1,14,96.0,10.0,20.0,31.0,800.0,126.0,24.6,1000.0,-1.3,0.0,SE,4.1,Changping,GOOD
9519,9520,2014,4,1,15,83.0,10.0,10.0,32.0,700.0,130.0,24.0,999.4,-1.8,0.0,S,4.4,Changping,GOOD
9520,9521,2014,4,1,16,52.0,76.0,7.0,31.0,600.0,142.0,23.0,999.2,-1.2,0.0,S,3.0,Changping,GOOD
9521,9522,2014,4,1,17,44.0,63.0,6.0,23.0,500.0,148.0,22.1,999.4,1.7,0.0,SSE,1.2,Changping,GOOD
9522,9523,2014,4,1,18,61.0,94.0,7.0,26.0,600.0,140.0,21.1,999.6,1.9,0.0,E,1.9,Changping,GOOD
9523,9524,2014,4,1,19,71.0,112.0,9.0,39.0,700.0,125.0,19.5,1000.3,2.4,0.0,NE,0.5,Changping,LIGHTLY_POLLUTED
9524,9525,2014,4,1,20,71.0,105.0,9.0,48.0,700.0,98.0,18.2,1000.4,2.5,0.0,NNW,1.4,Changping,GOOD
9525,9526,2014,4,1,21,86.0,126.0,11.0,88.0,1000.0,44.0,16.3,1000.3,2.3,0.0,E,0.9,Changping,LIGHTLY_POLLUTED
9526,9527,2014,4,1,22,86.0,130.0,10.0,90.0,1100.0,36.0,15.9,1000.7,1.9,0.0,ENE,0.5,Changping,LIGHTLY_POLLUTED
9527,9528,2014,4,1,23,70.0,76.0,9.0,39.0,800.0,80.0,15.2,1001.0,2.4,0.0,ESE,0.6,Changping,GOOD
9528,9529,2014,4,2,0,57.0,74.0,8.0,29.0,700.0,88.0,14.8,1001.2,2.3,0.0,NW,1.2,Changping,GOOD
9529,9530,2014,4,2,1,60.0,70.0,8.0,23.0,700.0,93.0,13.4,1001.1,2.6,0.0,NNW,1.2,Changping,GOOD
9530,9531,2014,4,2,2,61.0,79.0,10.0,39.0,600.0,72.0,12.5,1001.1,2.9,0.0,NW,0.6,Changping,GOOD
9531,9532,2014,4,2,3,66.0,86.0,9.0,59.0,600.0,39.0,11.7,1001.1,2.4,0.0,NNW,2.0,Changping,GOOD
9532,9533,2014,4,2,4,67.0,85.0,8.0,62.0,700.0,26.0,12.4,1001.3,2.8,0.0,N,1.0,Changping,GOOD
9533,9534,2014,4,2,5,67.0,88.0,9.0,62.0,600.0,60.0,11.1,1002.1,2.9,0.0,NNW,1.7,Changping,GOOD
9534,9535,2014,4,2,6,73.0,91.0,9.0,37.0,700.0,54.0,11.2,1003.4,3.0,0.0,N,0.5,Changping,GOOD
9535,9536,2014,4,2,7,80.0,137.0,9.0,72.0,1000.0,11.0,14.3,1004.4,3.7,0.0,WNW,1.1,Changping,LIGHTLY_POLLUTED
9536,9537,2014,4,2,8,86.0,147.0,21.0,84.0,1400.0,3.0,19.3,1005.1,-3.6,0.0,NNE,2.7,Changping,LIGHTLY_POLLUTED
9537,9538,2014,4,2,9,118.0,195.0,30.0,92.0,1600.0,2.0,21.6,1005.4,-6.2,0.0,ENE,3.7,Changping,LIGHTLY_POLLUTED
9538,9539,2014,4,2,10,41.0,5.0,15.0,24.0,500.0,65.0,22.7,1005.4,-6.2,0.0,N,1.7,Changping,EXCELLENT
9539,9540,2014,4,2,11,28.0,34.0,6.0,10.0,300.0,91.0,23.0,1005.3,-1.9,0.0,ESE,3.4,Changping,EXCELLENT
9540,9541,2014,4,2,12,44.0,130.0,8.0,14.0,400.0,111.0,22.9,1005.2,-0.6,0.0,ESE,3.4,Changping,GOOD
9541,9542,2014,4,2,13,51.0,104.0,10.0,14.0,500.0,137.0,23.9,1005.1,-1.9,0.0,ESE,3.6,Changping,GOOD
9542,9543,2014,4,2,14,61.0,90.0,10.0,14.0,500.0,143.0,23.7,1005.1,-2.8,0.0,E,3.2,Changping,GOOD
9543,9544,2014,4,2,15,48.0,72.0,8.0,13.0,500.0,141.0,22.9,1005.3,1.2,0.0,SE,3.8,Changping,GOOD
9544,9545,2014,4,2,16,39.0,74.0,8.0,14.0,500.0,139.0,21.6,1006.2,0.7,0.0,SSE,3.0,Changping,GOOD
9545,9546,2014,4,2,17,92.0,228.0,22.0,26.0,900.0,160.0,19.5,1007.7,3.6,0.0,ESE,2.1,Changping,LIGHTLY_POLLUTED
9546,9547,2014,4,2,18,123.0,349.0,37.0,42.0,1700.0,130.0,18.1,1009.2,2.8,0.0,E,2.2,Changping,LIGHTLY_POLLUTED
9547,9548,2014,4,2,19,127.0,262.0,29.0,46.0,1400.0,106.0,17.4,1010.5,2.9,0.0,ESE,2.0,Changping,LIGHTLY_POLLUTED
9548,9549,2014,4,2,20,123.0,228.0,24.0,49.0,1200.0,87.0,16.9,1011.9,3.2,0.0,E,1.7,Changping,LIGHTLY_POLLUTED
9549,9550,2014,4,2,21,126.0,249.0,22.0,63.0,1300.0,60.0,15.8,1012.7,2.6,0.0,E,1.4,Changping,LIGHTLY_POLLUTED
9550,9551,2014,4,2,22,120.0,203.0,22.0,67.0,1200.0,45.0,15.4,1013.3,1.9,0.0,SE,0.7,Changping,LIGHTLY_POLLUTED
9551,9552,2014,4,2,23,105.0,180.0,20.0,65.0,1100.0,37.0,14.5,1013.8,1.0,0.0,S,1.7,Changping,LIGHTLY_POLLUTED
9552,9553,2014,4,3,0,99.0,184.0,17.0,81.0,1000.0,18.0,13.4,1014.3,0.1,0.0,SSW,0.9,Changping,LIGHTLY_POLLUTED
9553,9554,2014,4,3,1,74.0,113.0,18.0,75.0,800.0,19.0,11.7,1014.8,1.0,0.0,N,0.8,Changping,GOOD
9554,9555,2014,4,3,2,59.0,135.0,15.0,54.0,800.0,30.0,12.5,1015.5,-8.7,0.0,NNW,2.6,Changping,GOOD
9555,9556,2014,4,3,3,51.0,5.0,7.0,25.0,600.0,54.0,11.5,1016.0,-12.1,0.0,N,2.0,Changping,EXCELLENT
9556,9557,2014,4,3,4,51.0,5.0,7.0,25.0,600.0,54.0,11.3,1016.3,-13.7,0.0,NNW,3.3,Changping,EXCELLENT
9557,9558,2014,4,3,5,8.0,5.0,2.0,9.0,200.0,74.0,11.2,1016.8,-13.8,0.0,NNW,2.6,Changping,EXCELLENT
9558,9559,2014,4,3,6,3.0,5.0,2.0,7.0,200.0,75.0,11.0,1016.9,-12.5,0.0,W,1.6,Changping,EXCELLENT
9559,9560,2014,4,3,7,3.0,8.0,2.0,19.0,200.0,61.0,13.2,1016.7,-12.1,0.0,NW,4.0,Changping,EXCELLENT
9560,9561,2014,4,3,8,9.0,33.0,8.0,40.0,400.0,36.0,14.9,1016.3,-11.6,0.0,WNW,2.5,Changping,EXCELLENT
9561,9562,2014,4,3,9,9.0,36.0,12.0,24.0,400.0,53.0,16.7,1015.9,-14.0,0.0,NNW,4.8,Changping,EXCELLENT
9562,9563,2014,4,3,10,12.0,61.0,9.0,16.0,300.0,72.0,16.6,1015.5,-17.9,0.0,NNW,8.3,Changping,EXCELLENT
9563,9564,2014,4,3,11,16.0,227.0,2.0,8.0,200.0,89.0,17.8,1014.8,-18.6,0.0,NW,4.6,Changping,GOOD
9564,9565,2014,4,3,12,19.0,228.0,2.0,7.0,200.0,92.0,18.4,1014.0,-22.0,0.0,N,6.5,Changping,GOOD
9565,9566,2014,4,3,13,5.0,41.0,2.0,7.0,200.0,97.0,19.2,1013.2,-24.0,0.0,N,6.6,Changping,EXCELLENT
9566,9567,2014,4,3,14,10.0,66.0,2.0,6.0,200.0,97.0,19.5,1012.9,-23.8,0.0,N,5.5,Changping,EXCELLENT
9567,9568,2014,4,3,15,12.0,37.0,2.0,7.0,200.0,97.0,19.6,1012.2,-26.9,0.0,NNW,4.5,Changping,EXCELLENT
9568,9569,2014,4,3,16,8.0,36.0,2.0,7.0,200.0,95.0,19.4,1011.8,-23.9,0.0,NNW,4.1,Changping,EXCELLENT
9569,9570,2014,4,3,17,10.0,41.0,2.0,8.0,200.0,93.0,18.7,1011.6,-21.8,0.0,N,2.9,Changping,EXCELLENT
9570,9571,2014,4,3,18,9.0,26.0,2.0,8.0,200.0,90.0,16.5,1012.0,-19.5,0.0,NNE,0.7,Changping,EXCELLENT
9571,9572,2014,4,3,19,3.0,31.0,2.0,15.0,200.0,79.0,15.1,1012.8,-17.6,0.0,E,1.0,Changping,EXCELLENT
9572,9573,2014,4,3,20,11.0,61.0,2.0,25.0,300.0,68.0,14.0,1013.3,-18.5,0.0,E,1.3,Changping,EXCELLENT
9573,9574,2014,4,3,21,32.0,73.0,4.0,53.0,400.0,30.0,12.7,1013.1,-18.2,0.0,NNE,0.7,Changping,GOOD
9574,9575,2014,4,3,22,25.0,76.0,5.0,61.0,500.0,19.0,11.5,1012.7,-17.0,0.0,N,1.5,Changping,GOOD
9575,9576,2014,4,3,23,19.0,85.0,5.0,57.0,500.0,21.0,11.8,1012.2,-13.3,0.0,ESE,2.4,Changping,GOOD
9576,9577,2014,4,4,0,22.0,69.0,6.0,59.0,500.0,17.0,10.4,1011.7,-6.5,0.0,ESE,2.8,Changping,GOOD
9577,9578,2014,4,4,1,41.0,247.0,12.0,62.0,700.0,14.0,9.2,1010.8,-5.5,0.0,E,2.4,Changping,GOOD
9578,9579,2014,4,4,2,37.0,219.0,12.0,51.0,600.0,22.0,8.4,1009.2,-6.2,0.0,E,1.8,Changping,GOOD
9579,9580,2014,4,4,3,34.0,145.0,11.0,50.0,600.0,22.0,8.0,1008.2,-6.6,0.0,E,1.7,Changping,GOOD
9580,9581,2014,4,4,4,35.0,128.0,11.0,42.0,600.0,28.0,5.3,1006.9,-9.0,0.0,N,1.5,Changping,GOOD
9581,9582,2014,4,4,5,30.0,118.0,10.0,42.0,600.0,26.0,4.8,1006.1,-9.4,0.0,NW,0.8,Changping,GOOD
9582,9583,2014,4,4,6,31.0,55.0,9.0,46.0,600.0,15.0,5.2,1005.7,-8.7,0.0,NNW,1.5,Changping,GOOD
9583,9584,2014,4,4,7,36.0,109.0,10.0,56.0,800.0,2.0,8.8,1005.3,-7.4,0.0,NNW,1.1,Changping,GOOD
9584,9585,2014,4,4,8,41.0,151.0,13.0,55.0,800.0,9.0,10.8,1004.8,-6.6,0.0,SE,0.7,Changping,GOOD
9585,9586,2014,4,4,9,58.0,216.0,18.0,69.0,1100.0,2.0,15.2,1004.0,-5.8,0.0,SW,0.6,Changping,LIGHTLY_POLLUTED
9586,9587,2014,4,4,10,69.0,200.0,19.0,73.0,1100.0,10.0,20.2,1002.7,-8.2,0.0,S,2.8,Changping,LIGHTLY_POLLUTED
9587,9588,2014,4,4,11,58.0,168.0,17.0,75.0,1100.0,23.0,24.2,1001.2,-12.2,0.0,W,5.6,Changping,LIGHTLY_POLLUTED
9588,9589,2014,4,4,12,43.0,65.0,14.0,48.0,600.0,57.0,25.7,1000.2,-12.7,0.0,N,6.6,Changping,GOOD
9589,9590,2014,4,4,13,43.0,65.0,5.0,14.0,300.0,91.0,25.8,999.9,-12.7,0.0,N,5.0,Changping,GOOD
9590,9591,2014,4,4,14,43.0,70.0,2.0,7.0,200.0,97.0,25.3,1000.1,-13.0,0.0,NW,5.2,Changping,GOOD
9591,9592,2014,4,4,15,8.0,105.0,2.0,6.0,200.0,100.0,24.0,1001.0,-15.9,0.0,N,3.6,Changping,GOOD
9592,9593,2014,4,4,16,12.0,96.0,2.0,6.0,200.0,107.0,22.3,1002.3,-15.2,0.0,N,5.2,Changping,GOOD
9593,9594,2014,4,4,17,12.0,114.0,2.0,6.0,200.0,108.0,20.6,1004.0,-16.5,0.0,NNW,4.3,Changping,GOOD
9594,9595,2014,4,4,18,13.0,134.0,2.0,8.0,200.0,96.0,18.8,1005.5,-16.2,0.0,NNW,5.3,Changping,GOOD
9595,9596,2014,4,4,19,10.0,130.0,2.0,9.0,200.0,92.0,17.5,1007.6,-15.8,0.0,NNW,3.5,Changping,GOOD
9596,9597,2014,4,4,20,11.0,93.0,2.0,7.0,200.0,96.0,16.3,1009.6,-14.3,0.0,NNW,3.7,Changping,GOOD
9597,9598,2014,4,4,21,10.0,66.0,2.0,6.0,200.0,95.0,15.4,1010.6,-13.9,0.0,NNE,3.6,Changping,EXCELLENT
9598,9599,2014,4,4,22,10.0,48.0,3.0,9.0,200.0,90.0,14.3,1011.5,-13.8,0.0,NW,5.0,Changping,EXCELLENT
9599,9600,2014,4,4,23,6.0,42.0,3.0,8.0,200.0,90.0,13.6,1012.3,-13.5,0.0,NNW,3.4,Changping,EXCELLENT
9600,9601,2014,4,5,0,8.0,39.0,3.0,8.0,200.0,88.0,12.2,1013.2,-12.9,0.0,NNW,1.3,Changping,EXCELLENT
9601,9602,2014,4,5,1,5.0,35.0,2.0,7.0,200.0,84.0,10.4,1013.8,-12.3,0.0,NNW,1.1,Changping,EXCELLENT
9602,9603,2014,4,5,2,4.0,33.0,2.0,9.0,200.0,75.0,9.3,1014.0,-12.6,0.0,NNE,1.0,Changping,EXCELLENT
9603,9604,2014,4,5,3,8.0,27.0,3.0,12.0,200.0,72.0,9.2,1014.3,-13.3,0.0,N,1.5,Changping,EXCELLENT
9604,9605,2014,4,5,4,7.0,34.0,3.0,12.0,200.0,74.0,9.9,1014.6,-13.4,0.0,N,1.5,Changping,EXCELLENT
9605,9606,2014,4,5,5,7.0,44.0,2.0,12.0,200.0,77.0,8.9,1015.2,-13.5,0.0,NE,2.7,Changping,EXCELLENT
9606,9607,2014,4,5,6,9.0,45.0,2.0,7.0,200.0,80.0,9.7,1015.8,-12.9,0.0,NNE,2.3,Changping,EXCELLENT
9607,9608,2014,4,5,7,8.0,50.0,3.0,10.0,200.0,77.0,11.7,1016.2,-12.6,0.0,NNW,2.1,Changping,EXCELLENT
9608,9609,2014,4,5,8,8.0,52.0,2.0,10.0,300.0,81.0,12.5,1016.4,-12.7,0.0,NNW,3.9,Changping,EXCELLENT
9609,9610,2014,4,5,9,8.0,51.0,3.0,8.0,200.0,82.0,13.8,1016.1,-14.2,0.0,NNW,3.6,Changping,EXCELLENT
9610,9611,2014,4,5,10,9.0,43.0,4.0,8.0,200.0,86.0,15.2,1015.2,-15.1,0.0,NNW,3.2,Changping,EXCELLENT
9611,9612,2014,4,5,11,9.0,43.0,4.0,8.0,200.0,86.0,16.9,1014.0,-15.0,0.0,WNW,2.9,Changping,EXCELLENT
9612,9613,2014,4,5,12,6.0,29.0,2.0,4.0,200.0,96.0,18.2,1013.0,-14.0,0.0,WNW,4.0,Changping,EXCELLENT
9613,9614,2014,4,5,13,15.0,35.0,5.0,7.0,200.0,99.0,19.6,1011.7,-15.6,0.0,WNW,3.8,Changping,EXCELLENT
9614,9615,2014,4,5,14,16.0,44.0,9.0,9.0,300.0,100.0,20.5,1010.7,-15.0,0.0,WNW,3.4,Changping,EXCELLENT
9615,9616,2014,4,5,15,15.0,47.0,7.0,8.0,200.0,103.0,21.3,1009.5,-16.0,0.0,NW,5.0,Changping,EXCELLENT
9616,9617,2014,4,5,16,13.0,49.0,8.0,10.0,300.0,104.0,21.7,1009.0,-17.5,0.0,WNW,3.6,Changping,EXCELLENT
9617,9618,2014,4,5,17,12.0,44.0,8.0,10.0,300.0,104.0,21.1,1008.8,-18.0,0.0,NNE,0.8,Changping,EXCELLENT
9618,9619,2014,4,5,18,13.0,42.0,10.0,15.0,300.0,96.0,17.6,1009.5,-8.6,0.0,E,2.8,Changping,EXCELLENT
9619,9620,2014,4,5,19,19.0,76.0,7.0,24.0,300.0,93.0,16.2,1010.4,-6.8,0.0,E,2.1,Changping,GOOD
9620,9621,2014,4,5,20,19.0,76.0,7.0,24.0,300.0,93.0,14.8,1011.3,-6.7,0.0,ESE,1.2,Changping,GOOD
9621,9622,2014,4,5,21,49.0,152.0,8.0,44.0,500.0,66.0,12.9,1011.6,-7.8,0.0,N,2.1,Changping,GOOD
9622,9623,2014,4,5,22,46.0,153.0,8.0,51.0,600.0,53.0,11.1,1011.8,-11.7,0.0,NNW,1.6,Changping,GOOD
9623,9624,2014,4,5,23,42.0,118.0,9.0,48.0,600.0,48.0,9.5,1011.8,-10.1,0.0,ENE,0.7,Changping,GOOD
9624,9625,2014,4,6,0,34.0,94.0,8.0,66.0,600.0,20.0,8.6,1011.7,-8.0,0.0,N,0.8,Changping,GOOD
9625,9626,2014,4,6,1,38.0,108.0,10.0,78.0,700.0,6.0,8.5,1011.3,-9.0,0.0,N,1.8,Changping,GOOD
9626,9627,2014,4,6,2,44.0,103.0,9.0,74.0,700.0,4.0,8.6,1011.3,-12.0,0.0,SE,1.0,Changping,GOOD
9627,9628,2014,4,6,3,36.0,93.0,9.0,71.0,700.0,6.0,8.2,1011.2,-13.5,0.0,N,1.4,Changping,GOOD
9628,9629,2014,4,6,4,22.0,45.0,7.0,57.0,500.0,19.0,10.7,1011.3,-15.8,0.0,NE,1.1,Changping,EXCELLENT
9629,9630,2014,4,6,5,22.0,45.0,7.0,57.0,500.0,19.0,6.9,1011.7,-6.5,0.0,ENE,1.1,Changping,EXCELLENT
9630,9631,2014,4,6,6,26.0,65.0,15.0,69.0,800.0,6.0,8.1,1012.0,-9.4,0.0,NNW,0.5,Changping,GOOD
9631,9632,2014,4,6,7,39.0,107.0,8.0,70.0,700.0,8.0,12.4,1011.9,-5.2,0.0,SW,0.9,Changping,GOOD
9632,9633,2014,4,6,8,41.0,117.0,9.0,59.0,700.0,17.0,16.0,1011.8,-8.4,0.0,S,2.2,Changping,GOOD
9633,9634,2014,4,6,9,64.0,172.0,18.0,81.0,1200.0,12.0,19.6,1011.2,-11.7,0.0,WSW,0.6,Changping,LIGHTLY_POLLUTED
9634,9635,2014,4,6,10,63.0,159.0,26.0,79.0,900.0,20.0,23.0,1009.9,-11.6,0.0,SW,1.4,Changping,LIGHTLY_POLLUTED
9635,9636,2014,4,6,11,45.0,91.0,26.0,62.0,700.0,40.0,23.4,1008.7,-14.4,0.0,SSE,3.1,Changping,GOOD
9636,9637,2014,4,6,12,31.0,70.0,18.0,39.0,500.0,68.0,23.9,1007.4,-10.9,0.0,SSE,2.6,Changping,EXCELLENT
9637,9638,2014,4,6,13,26.0,67.0,7.0,30.0,300.0,88.0,24.7,1006.0,-11.8,0.0,SE,3.7,Changping,GOOD
9638,9639,2014,4,6,14,34.0,65.0,6.0,32.0,1000.0,107.0,25.6,1004.8,-9.7,0.0,SSW,2.2,Changping,GOOD
9639,9640,2014,4,6,15,33.0,64.0,6.0,31.0,400.0,106.0,25.4,1004.0,-8.5,0.0,SSE,2.8,Changping,GOOD
9640,9641,2014,4,6,16,38.0,105.0,7.0,17.0,400.0,143.0,24.0,1003.6,-7.2,0.0,SSE,3.8,Changping,GOOD
9641,9642,2014,4,6,17,43.0,143.0,9.0,19.0,400.0,139.0,22.7,1003.4,-5.3,0.0,SE,1.9,Changping,GOOD
9642,9643,2014,4,6,18,46.0,148.0,15.0,28.0,500.0,116.0,21.4,1003.8,-5.5,0.0,SSE,1.6,Changping,GOOD
9643,9644,2014,4,6,19,53.0,168.0,16.0,36.0,600.0,103.0,20.1,1004.2,-3.6,0.0,E,1.2,Changping,GOOD
9644,9645,2014,4,6,20,60.0,180.0,20.0,41.0,700.0,90.0,18.4,1004.6,-3.1,0.0,ENE,2.1,Changping,LIGHTLY_POLLUTED
9645,9646,2014,4,6,21,74.0,198.0,23.0,65.0,1000.0,53.0,16.7,1004.8,-4.0,0.0,ENE,0.9,Changping,LIGHTLY_POLLUTED
9646,9647,2014,4,6,22,74.0,191.0,24.0,55.0,1100.0,55.0,14.8,1004.9,-4.0,0.0,N,1.3,Changping,LIGHTLY_POLLUTED
9647,9648,2014,4,6,23,71.0,168.0,21.0,50.0,1000.0,51.0,13.8,1005.0,-4.0,0.0,NE,0.5,Changping,LIGHTLY_POLLUTED
9648,9649,2014,4,7,0,56.0,135.0,17.0,31.0,800.0,65.0,12.8,1004.7,-3.9,0.0,NW,0.4,Changping,GOOD
9649,9650,2014,4,7,1,59.0,126.0,13.0,26.0,700.0,65.0,11.5,1004.6,-3.8,0.0,NNW,1.9,Changping,GOOD
9650,9651,2014,4,7,2,57.0,126.0,14.0,26.0,800.0,63.0,11.1,1004.5,-3.8,0.0,NNW,1.8,Changping,GOOD
9651,9652,2014,4,7,3,57.0,118.0,13.0,25.0,700.0,61.0,10.6,1004.6,-4.3,0.0,NNW,1.4,Changping,GOOD
9652,9653,2014,4,7,4,56.0,122.0,13.0,44.0,800.0,39.0,9.9,1004.8,-3.8,0.0,NNE,0.9,Changping,GOOD
9653,9654,2014,4,7,5,59.0,116.0,12.0,29.0,700.0,50.0,9.1,1005.0,-4.5,0.0,NNW,1.0,Changping,GOOD
9654,9655,2014,4,7,6,63.0,143.0,10.0,52.0,900.0,18.0,9.9,1005.2,-3.8,0.0,NNW,1.6,Changping,GOOD
9655,9656,2014,4,7,7,65.0,128.0,16.0,43.0,800.0,35.0,14.4,1005.3,-2.1,0.0,ESE,0.5,Changping,GOOD
9656,9657,2014,4,7,8,68.0,139.0,19.0,55.0,1100.0,23.0,16.2,1005.4,-2.8,0.0,SSW,1.3,Changping,GOOD
9657,9658,2014,4,7,9,86.0,208.0,20.0,78.0,1200.0,17.0,17.9,1005.5,-1.9,0.0,S,1.4,Changping,LIGHTLY_POLLUTED
9658,9659,2014,4,7,10,91.0,215.0,22.0,76.0,1000.0,30.0,19.8,1005.0,-2.0,0.0,S,2.0,Changping,LIGHTLY_POLLUTED
9659,9660,2014,4,7,11,91.0,215.0,22.0,76.0,1000.0,30.0,21.3,1004.2,-1.3,0.0,E,1.7,Changping,LIGHTLY_POLLUTED
9660,9661,2014,4,7,12,87.0,194.0,27.0,44.0,800.0,90.0,23.2,1003.5,-1.7,0.0,E,2.6,Changping,LIGHTLY_POLLUTED
